GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
0400000US13,13,Georgia,3518097,10972,49179,208,64.0,0.1,56342,310,29.8,0.1,36055,260,0.3,0.1,40434,4030,2.8,0.1,63460,1414,0.0,0.1,45466,16895,2.0,0.1,32816,886,1.2,0.1,47272,1971,6.0,0.1,36926,710,60.4,0.1,57654,339,4.3,0.1,23150,655,37.1,0.1,52341,362,39.6,0.1,58167,434,19.0,0.1,35366,358,2400096,10777,58755,330,46.4,0.2,55584,463,53.6,0.2,61092,355,70.7,0.3,73295,466,22.5,0.2,28309,460,6.9,0.1,39252,810,1118001,6632,30307,255,54.1,0.3,26403,298,47.2,0.3,24493,315,6.9,0.2,46568,1561,45.9,0.3,34950,491,36.3,0.3,31456,385,9.6,0.2,52108,1124,32.1,,,,32.9,,,,28.8,,,
0400000US15,15,Hawaii,449771,1783,67402,734,33.7,0.3,66899,1073,2.0,0.1,59336,3430,0.3,0.1,49250,9820,39.4,0.3,72696,1208,7.6,0.2,54739,2456,1.0,0.1,53785,5411,15.9,0.3,64170,1756,6.9,0.2,52862,2751,31.3,0.3,68713,1316,3.5,0.2,36081,3510,31.3,0.3,68148,1472,40.5,0.3,77591,1401,24.7,0.2,56161,1036,312058,2363,79963,769,39.9,0.5,74198,1432,60.1,0.5,83508,1154,74.2,0.5,89614,872,17.8,0.4,46672,1543,8.0,0.3,62199,1912,137713,1989,40598,794,49.7,0.9,34867,1113,39.8,0.9,29824,1154,9.9,0.5,68433,4603,50.3,0.9,46528,1608,38.1,0.8,40435,1369,12.2,0.5,74256,4059,31.2,,,,32.2,,,,26.0,,,
0400000US16,16,Idaho,579797,2551,46767,413,93.9,0.2,47421,424,0.5,0.1,33935,5737,1.1,0.1,36672,2789,1.1,0.1,50220,5949,0.1,0.1,33542,19095,1.7,0.1,35896,3294,1.6,0.1,36445,4164,7.8,0.1,36181,1357,88.3,0.2,48387,452,5.9,0.2,25879,931,34.1,0.3,50632,643,37.8,0.3,57078,765,22.1,0.2,35297,632,404646,2838,55905,487,46.6,0.4,53154,953,53.4,0.4,58085,540,80.0,0.5,62766,532,13.8,0.4,28175,883,6.2,0.3,39707,1933,175151,2533,26853,423,51.9,0.8,23823,637,43.1,0.7,21436,511,8.8,0.5,41941,2547,48.1,0.8,30726,650,36.1,0.8,26926,746,12.0,0.5,42629,1944,26.1,,,,25.7,,,,25.2,,,
0400000US17,17,Illinois,4772723,11056,56797,190,76.7,0.1,61637,176,13.8,0.1,34210,378,0.2,0.1,44171,2944,4.1,0.1,75533,1138,0.0,0.1,70232,9677,4.0,0.1,44834,742,1.2,0.1,49194,1862,10.8,0.1,46425,508,70.3,0.1,63142,178,3.7,0.1,23840,577,34.9,0.1,62108,395,39.5,0.1,70094,380,21.8,0.1,37331,252,3136362,10253,70344,292,45.5,0.2,67394,529,54.5,0.2,72299,341,73.8,0.2,84237,333,19.3,0.2,32860,355,6.9,0.1,46800,720,1636361,5723,33666,215,54.0,0.2,29204,288,46.8,0.3,26389,203,7.3,0.1,56992,1018,46.0,0.2,40050,365,36.7,0.2,35566,377,9.3,0.2,61960,1016,29.5,,,,30.2,,,,26.8,,,
0400000US18,18,Indiana,2481793,6580,48248,198,86.9,0.1,50731,209,8.7,0.1,30290,534,0.2,0.1,35875,3484,1.4,0.1,52927,2114,0.0,0.1,28234,4979,1.6,0.1,35085,1449,1.1,0.1,39327,1823,4.1,0.1,38296,817,84.6,0.1,51034,210,4.9,0.1,22499,694,33.5,0.1,53009,394,39.6,0.1,58936,393,22.0,0.1,34629,256,1655596,6205,59911,313,44.4,0.2,57257,588,55.6,0.2,61347,284,74.9,0.3,70799,284,18.4,0.2,28418,402,6.6,0.1,40223,739,826197,4958,28292,272,52.7,0.3,24267,233,45.6,0.3,22481,211,7.1,0.2,43135,1079,47.3,0.3,33626,402,37.8,0.3,30957,323,9.6,0.2,48934,1132,25.7,,,,25.6,,,,24.6,,,
0400000US19,19,Iowa,1226547,3433,51843,258,94.0,0.1,52883,264,2.5,0.1,27060,995,0.3,0.1,30765,5197,1.4,0.1,59560,2729,0.0,0.1,63456,26817,0.9,0.1,39319,2498,0.9,0.1,35655,3886,3.2,0.1,39512,1464,91.9,0.1,53178,280,5.9,0.1,25753,618,32.1,0.1,59045,654,38.1,0.1,64063,517,23.9,0.1,35113,355,795274,3394,65802,367,43.9,0.3,64293,610,56.1,0.3,66796,416,79.4,0.3,75078,345,14.5,0.2,29764,567,6.1,0.2,42154,749,431273,2988,29511,314,53.0,0.4,25137,310,45.2,0.4,23010,293,7.9,0.3,44672,1560,47.0,0.4,34694,468,36.7,0.4,31346,343,10.3,0.3,52551,1384,24.8,,,,24.2,,,,24.8,,,
0400000US20,20,Kansas,1110440,3304,51332,304,88.3,0.1,53026,309,5.6,0.1,32311,947,0.7,0.1,37699,3144,1.9,0.1,60179,2627,0.1,0.1,49207,16830,1.7,0.1,39479,1741,1.7,0.1,41108,2192,7.2,0.1,39726,929,83.2,0.2,54022,313,6.1,0.1,25607,703,33.6,0.1,55299,586,38.2,0.2,64517,591,22.0,0.1,36592,403,729607,3204,65069,427,46.1,0.3,61739,676,53.9,0.3,67466,550,77.5,0.3,75187,454,15.9,0.3,29728,609,6.6,0.2,42497,943,380833,2901,29612,360,53.1,0.4,25999,335,45.7,0.4,24081,373,7.4,0.3,44900,1237,46.9,0.4,34279,683,37.0,0.5,31213,395,9.9,0.3,49037,1376,24.3,,,,24.1,,,,23.2,,,
0400000US21,21,Kentucky,1694996,5311,43036,250,89.7,0.1,44450,277,7.6,0.1,29251,647,0.2,0.1,35665,9642,0.9,0.1,61476,2498,0.0,0.1,46146,7107,0.6,0.1,34135,2159,1.0,0.1,31972,2536,2.0,0.1,34220,1522,88.4,0.1,44609,275,4.6,0.1,22383,690,32.9,0.1,48877,544,39.9,0.1,51384,443,22.6,0.1,30553,327,1137576,4888,54279,382,42.6,0.3,52658,711,57.4,0.3,55201,396,74.0,0.3,65556,400,19.2,0.2,24606,424,6.9,0.2,35904,954,557420,3782,24130,229,54.3,0.4,21257,251,47.6,0.4,19465,244,6.7,0.2,40451,1300,45.7,0.4,28343,589,37.4,0.4,25201,429,8.3,0.3,45127,1291,26.0,,,,26.0,,,,24.6,,,
0400000US22,22,Louisiana,1707852,5031,44874,251,66.3,0.1,54362,378,29.8,0.1,28070,408,0.6,0.1,41802,4433,1.3,0.1,51773,2596,0.0,0.1,63375,18781,0.8,0.1,39488,1880,1.1,0.1,36747,2339,3.4,0.1,44201,1375,64.0,0.1,54619,383,5.0,0.1,21867,572,33.8,0.1,51272,426,39.8,0.2,53100,485,21.4,0.1,31198,345,1132483,5710,56288,471,43.9,0.3,53737,656,56.1,0.3,57944,570,67.1,0.3,74301,536,25.5,0.3,24942,384,7.4,0.2,42599,957,575369,4548,25539,263,52.5,0.4,21335,321,46.0,0.4,19571,306,6.5,0.2,42441,1601,47.5,0.4,31977,518,38.5,0.4,28295,841,9.0,0.3,51180,1467,32.9,,,,34.0,,,,29.1,,,
0400000US23,23,Maine,553823,2219,48453,521,96.7,0.1,48908,541,0.7,0.1,27020,3452,0.5,0.1,29403,4589,0.7,0.1,51677,4330,0.0,0.1,9630,61609,0.1,0.1,41458,26863,1.1,0.1,35476,4646,0.8,0.1,38237,3847,96.1,0.1,48978,542,3.5,0.1,27451,1494,28.7,0.2,53532,862,42.9,0.2,58451,777,24.9,0.2,33062,478,350205,2295,61107,595,39.7,0.4,56263,1159,60.3,0.4,63499,650,78.1,0.5,70070,569,15.3,0.4,28388,775,6.6,0.3,38576,1648,203618,2366,27527,446,54.7,0.5,24938,496,44.9,0.6,21296,467,9.8,0.4,50549,2193,45.3,0.5,31566,666,33.8,0.6,26196,554,11.5,0.5,54849,2157,23.1,,,,22.9,,,,21.8,,,
0400000US24,24,Maryland,2146240,5641,73538,404,62.3,0.1,81849,402,28.9,0.1,58091,498,0.3,0.1,57028,7646,4.9,0.1,91826,2309,0.0,0.1,67661,24819,2.1,0.1,57316,1537,1.6,0.1,68225,2320,5.6,0.1,62242,1117,59.2,0.1,82732,429,2.9,0.1,34601,1222,33.9,0.1,76320,584,42.2,0.1,89525,753,21.0,0.1,48632,523,1438269,5867,88738,558,45.0,0.2,86029,790,55.0,0.2,90673,633,71.5,0.3,107442,515,21.5,0.3,47163,610,7.0,0.1,58412,1164,707971,3854,45696,461,56.6,0.3,40820,422,48.3,0.4,36212,543,8.3,0.2,79313,2682,43.4,0.3,52555,608,33.8,0.3,46395,874,9.7,0.3,78892,2160,28.0,,,,28.7,,,,24.6,,,
0400000US25,25,Massachusetts,2530147,5224,66866,318,84.1,0.1,70965,324,6.1,0.1,43345,834,0.2,0.1,35718,5221,4.6,0.1,75996,1563,0.0,0.1,44536,12500,3.3,0.1,32119,1027,1.8,0.1,47673,3005,7.7,0.1,34269,779,80.3,0.1,72488,388,3.1,0.1,30342,924,32.7,0.1,75746,571,41.3,0.1,82433,624,23.0,0.1,38325,378,1607082,6388,84900,505,44.7,0.2,86267,797,55.3,0.2,83858,493,73.9,0.3,102264,540,19.8,0.3,38121,631,6.3,0.1,54893,1015,923065,5379,38862,379,56.3,0.3,33202,481,46.5,0.3,27400,382,9.8,0.2,76003,1348,43.7,0.3,46002,615,33.0,0.3,37789,601,10.7,0.2,79668,1616,30.2,,,,30.8,,,,27.7,,,
0400000US26,26,Michigan,3823280,8829,48411,163,81.9,0.1,51782,175,13.4,0.1,29629,353,0.5,0.1,35774,1517,2.0,0.1,73269,2150,0.0,0.1,46436,8001,0.8,0.1,36345,1475,1.4,0.1,35716,1371,3.1,0.1,37640,818,79.9,0.1,52113,176,4.1,0.1,20786,454,31.0,0.1,52736,353,41.2,0.1,59211,341,23.6,0.1,35790,212,2510943,8094,60793,254,43.0,0.2,59105,569,57.0,0.2,61771,206,73.8,0.2,72941,264,19.4,0.2,28145,292,6.8,0.1,39766,596,1312337,5562,28358,187,53.5,0.2,25080,156,46.3,0.2,23334,163,7.2,0.1,43208,852,46.5,0.2,32972,302,37.4,0.2,30345,275,9.1,0.2,47573,737,27.6,,,,27.7,,,,26.1,,,
0400000US27,27,Minnesota,2107232,5485,59836,236,89.6,0.1,62075,235,4.4,0.1,29896,998,0.9,0.1,31710,1839,2.9,0.1,64716,1459,0.0,0.1,43571,14753,0.9,0.1,39688,2350,1.2,0.1,42394,2513,3.0,0.1,41196,1101,87.7,0.1,62560,244,4.6,0.1,28363,895,34.4,0.1,67074,466,39.7,0.1,73441,446,21.4,0.1,37329,282,1370412,5585,74683,353,45.7,0.2,74967,547,54.3,0.2,74485,393,78.9,0.3,85316,358,14.7,0.2,33515,531,6.4,0.1,46146,731,736820,3972,34624,304,52.8,0.3,30144,344,44.2,0.3,26483,322,8.6,0.2,58062,1190,47.2,0.3,40287,349,36.1,0.3,34717,404,11.0,0.2,64785,1086,23.1,,,,22.9,,,,22.1,,,
0400000US28,28,Mississippi,1088073,4665,39031,319,63.1,0.2,48431,443,34.5,0.2,25800,392,0.3,0.1,38430,3021,0.8,0.1,50162,5820,0.0,0.1,17708,31776,0.6,0.1,31597,3468,0.7,0.1,34676,3578,1.9,0.1,39091,3498,61.9,0.2,48573,443,4.0,0.1,20589,829,33.0,0.2,42861,622,39.9,0.2,45950,655,23.1,0.2,28601,389,749283,4483,48471,448,43.2,0.3,44421,665,56.8,0.3,51004,510,66.4,0.4,62833,555,26.6,0.3,22860,397,7.0,0.2,35086,1160,338790,3415,21448,328,54.1,0.5,18594,324,48.8,0.6,17424,269,5.3,0.3,37010,2803,45.9,0.5,26010,556,38.3,0.5,23546,706,7.6,0.4,41370,1973,32.1,,,,33.0,,,,28.3,,,
0400000US29,29,Missouri,2360131,6252,47380,216,85.1,0.1,50141,216,11.0,0.1,31511,459,0.4,0.1,35249,5080,1.3,0.1,61613,1940,0.1,0.1,39769,6149,0.7,0.1,32078,1658,1.3,0.1,36864,1772,2.5,0.1,37732,1320,83.5,0.1,50312,221,4.9,0.1,23734,583,32.8,0.1,52640,466,39.1,0.1,57501,438,23.1,0.1,34061,284,1540854,5708,59527,313,43.3,0.2,56922,502,56.7,0.2,61139,357,74.8,0.2,70665,266,18.8,0.2,28513,371,6.4,0.1,40527,717,819277,4569,27942,257,54.1,0.3,24524,261,46.6,0.3,22458,227,7.5,0.2,44021,993,45.9,0.3,32527,356,36.4,0.3,29265,455,9.5,0.2,49653,1116,27.6,,,,27.9,,,,25.6,,,
0400000US30,30,Montana,405525,2059,46230,453,92.7,0.2,47506,495,0.3,0.1,45919,15852,4.5,0.1,29586,1305,0.5,0.1,47015,4853,0.0,0.1,47500,27148,0.4,0.1,33980,3832,1.6,0.1,33856,2947,2.1,0.1,35417,2947,91.2,0.2,47687,513,5.5,0.2,25168,1316,29.5,0.3,51389,875,40.8,0.3,54707,825,24.2,0.2,34580,558,255911,1947,59743,619,40.6,0.5,57112,1368,59.4,0.5,61150,690,79.2,0.5,67514,661,14.1,0.4,27223,969,6.7,0.3,39321,1881,149614,1783,27088,517,50.8,0.7,23875,577,42.8,0.6,21740,487,8.0,0.5,43452,2265,49.2,0.7,31345,866,38.7,0.7,27380,925,10.5,0.6,49189,2577,28.1,,,,28.2,,,,26.4,,,
0400000US31,31,Nebraska,725787,2583,51672,325,90.8,0.1,53509,338,4.3,0.1,27577,1190,0.7,0.1,28432,4442,1.4,0.1,50867,3017,0.1,0.1,45338,18426,1.5,0.1,39329,2211,1.2,0.1,36839,2668,6.1,0.1,38461,1303,86.7,0.2,54434,347,6.1,0.2,26290,917,34.0,0.2,55951,688,37.7,0.2,64517,547,22.2,0.1,35878,449,471790,3005,65328,432,45.6,0.3,62738,764,54.4,0.3,67017,566,78.6,0.4,75243,484,15.1,0.3,29793,858,6.3,0.2,41042,1248,253997,2414,30047,346,52.1,0.5,25457,426,44.5,0.5,23180,459,7.7,0.3,43513,1651,47.9,0.5,34761,597,38.0,0.5,31674,517,9.9,0.4,52551,2041,23.5,,,,23.5,,,,22.4,,,
0400000US32,32,Nevada,999016,4087,52800,389,76.2,0.2,55033,513,8.2,0.1,38637,1226,1.0,0.1,41801,3278,6.5,0.1,60827,2134,0.5,0.1,47377,3139,5.1,0.1,43145,1331,2.5,0.1,50039,2155,18.9,0.2,43259,741,63.3,0.2,57919,552,4.1,0.1,32054,1073,36.6,0.2,55227,831,38.6,0.2,60450,617,20.6,0.1,41000,701,647390,4198,61359,489,46.2,0.4,54553,741,53.8,0.4,66204,601,70.5,0.4,72959,614,19.9,0.4,35080,748,9.5,0.3,45254,1396,351626,3568,35702,519,46.9,0.5,31229,480,37.6,0.5,27142,520,9.3,0.4,56954,1919,53.1,0.5,40539,697,39.9,0.5,34193,809,13.2,0.4,61825,1306,30.5,,,,31.1,,,,27.3,,,
0400000US33,33,New Hampshire,518245,2172,64916,611,95.6,0.1,65177,648,1.0,0.1,48495,4781,0.2,0.1,47931,21425,1.7,0.1,74858,5788,0.0,0.1,111000,23925,0.5,0.1,43654,16622,1.1,0.1,50719,4834,2.0,0.1,48961,4136,94.2,0.1,65362,652,3.1,0.2,32895,2249,30.3,0.2,71843,1073,44.5,0.2,78544,1102,22.0,0.2,40710,600,346150,1966,79886,786,42.0,0.4,80698,1203,58.0,0.4,79265,873,79.7,0.5,89729,875,14.2,0.4,38609,1294,6.1,0.3,51553,1771,172095,2164,37039,568,53.1,0.7,31429,609,42.7,0.7,26208,530,10.4,0.5,63311,2694,46.9,0.7,43179,747,34.6,0.7,36497,1047,12.3,0.6,66940,2702,26.3,,,,26.5,,,,24.0,,,
0400000US34,34,New Jersey,3186418,6092,71629,303,73.1,0.1,76933,378,13.2,0.1,46843,606,0.2,0.1,39288,4474,7.3,0.1,102575,1386,0.0,0.1,80401,22173,4.6,0.1,45927,873,1.6,0.1,58692,2202,14.2,0.1,49384,632,64.5,0.1,80802,340,1.9,0.1,32156,1028,32.6,0.1,78151,743,42.4,0.1,87525,589,23.2,0.1,43422,325,2206583,7226,87347,429,45.9,0.2,87864,868,54.1,0.2,87033,404,73.7,0.3,105286,451,19.4,0.2,42374,477,6.9,0.2,56352,1056,979835,5863,39789,325,56.4,0.3,33400,356,49.5,0.3,29994,311,6.9,0.2,77601,2028,43.6,0.3,49110,641,34.6,0.3,42286,516,9.0,0.2,83087,1897,31.4,,,,32.0,,,,28.1,,,
0400000US35,35,New Mexico,761938,3017,44927,432,77.9,0.2,47616,489,2.0,0.1,41214,3533,6.5,0.1,32136,1160,1.2,0.1,57457,6905,0.1,0.1,32071,12977,10.3,0.2,35772,1151,2.1,0.1,42323,2119,40.0,0.2,36851,512,49.6,0.2,54334,587,4.9,0.1,23535,858,31.5,0.3,46884,709,40.1,0.2,54447,770,23.5,0.2,35779,503,498457,3545,54513,621,43.6,0.4,46481,767,56.4,0.4,60236,811,69.9,0.4,67931,738,21.3,0.3,27451,625,8.7,0.2,37904,1281,263481,2722,28110,528,52.3,0.5,25694,465,44.5,0.6,23018,480,7.8,0.3,45617,2800,47.7,0.5,31444,657,38.2,0.6,27383,677,9.5,0.4,50388,2712,29.3,,,,30.4,,,,25.5,,,
0400000US36,36,New York,7234743,12096,58003,204,70.5,0.1,64593,230,14.6,0.1,41755,344,0.3,0.1,36176,2160,6.4,0.1,62106,739,0.0,0.1,48138,12328,6.4,0.1,36751,537,1.8,0.1,47236,1097,14.3,0.1,40533,408,64.0,0.1,66491,230,3.0,0.1,27100,582,33.2,0.1,64597,324,40.9,0.1,69752,400,22.8,0.1,37228,241,4637549,11384,70670,313,44.5,0.1,66205,461,55.5,0.1,73543,319,69.2,0.2,88029,452,23.1,0.1,35946,262,7.7,0.1,50034,517,2597194,7592,36179,223,55.5,0.2,31028,228,47.3,0.2,26878,192,8.2,0.1,68153,1125,44.5,0.2,43070,342,34.7,0.2,36452,354,9.8,0.1,74755,934,33.8,,,,35.5,,,,29.0,,,
